1,0, Private,215646, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States,38
17300,0, Private,73190, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,20.0, United-States,19
17301,0, Private,132529, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,60
17302,0, Private,214542, 11th,7, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, United-States,24
17303,0, Private,217006, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,25
17304,0, Private,169785, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,50.0, United-States,52
17305,0, Private,75573, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,45.0, Germany,30
17306,1, Private,239171, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,37
17307,0, Self-emp-not-inc,53566, Doctorate,16, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,30.0, United-States,55
17308,0, Private,117109, Some-college,10, Never-married, Adm-clerical, Other-relative, Black, Female,0.0,0.0,24.0, United-States,20
17309,0, Private,398019, 7th-8th,4, Never-married, Priv-house-serv, Not-in-family, White, Female,0.0,0.0,15.0, Mexico,32
17310,0, Private,114008, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0.0,0.0,35.0, United-States,18
17311,0, Private,204653, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,24
17312,0, Local-gov,254935, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,45.0, United-States,33
17313,0, ?,84755, Some-college,10, Widowed, ?, Unmarried, White, Female,0.0,0.0,40.0, United-States,76
17314,1, Local-gov,198145, Masters,14, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,14.0, United-States,57
17315,0, Private,174020, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0.0,1876.0,38.0, United-States,53
17316,0, Private,451951, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States,19
17317,1, Local-gov,172175, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,50
17318,0, Private,209472, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,50.0, United-States,27
17319,0, Private,336707, Assoc-voc,11, Separated, Craft-repair, Not-in-family, White, Female,0.0,0.0,60.0, United-States,40
17320,0, ?,431861, 10th,6, Separated, ?, Not-in-family, White, Male,0.0,0.0,40.0, United-States,26
17321,0, Self-emp-inc,156728, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States,47
17322,0, Federal-gov,290321, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,39
17323,0, State-gov,206577, Some-college,10, Divorced, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States,49
17324,0, Self-emp-not-inc,149324, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,7.0, United-States,28
17325,0, ?,49593, Some-college,10, Married-civ-spouse, ?, Wife, Black, Female,0.0,0.0,30.0, United-States,33
17326,1, Private,98975, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,40.0, United-States,50
17327,0, Private,181659, 11th,7, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,50.0, United-States,28
17328,0, Private,174789, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,30
17329,1, Private,102308, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999.0,0.0,50.0, United-States,47
17330,1, Private,184801, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,39
17331,0, Private,176014, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,37
17332,0, Private,256861, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,80.0, United-States,50
17333,0, Private,239397, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, Mexico,37
17334,1, Private,233777, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,26
17335,1, Private,236520, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,55
17336,1, Private,70754, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,46
17337,0, Private,245378, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,32
17338,1, Private,176729, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,45.0, United-States,26
17339,1, Private,154120, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,7298.0,0.0,40.0, United-States,32
17340,0, Private,88913, Some-college,10, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,1055.0,0.0,40.0, United-States,43
17341,0, Private,517036, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Female,0.0,0.0,40.0, El-Salvador,19
17342,0, Private,436361, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,75.0, United-States,38
17343,0, Private,231037, 5th-6th,3, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, Mexico,38
17344,0, Private,209831, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,65
17345,1, Self-emp-not-inc,143833, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,2246.0,40.0, United-States,70
17346,0, ?,167381, HS-grad,9, Widowed, ?, Unmarried, White, Female,0.0,0.0,25.0, United-States,48
17347,0, Private,215468, Bachelors,13, Separated, Machine-op-inspct, Unmarried, Black, Female,0.0,0.0,7.0, United-States,44
17348,0, Private,200700, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,50.0, United-States,32
17349,0, Local-gov,191777, HS-grad,9, Never-married, Protective-serv, Own-child, Black, Female,0.0,0.0,40.0, United-States,30
17350,1, Federal-gov,195437, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,60.0, United-States,49
17351,0, Private,149396, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,0.0,0.0,40.0, United-States,23
17352,0, Private,104746, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,16.0, United-States,25
17353,0, Private,108147, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,15.0, United-States,19
17354,0, Private,238859, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,27
17355,0, State-gov,23157, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,60.0, United-States,43
17356,0, Private,497788, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,38
17357,0, Private,141558, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States,42
17358,0, Federal-gov,117963, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,38.0, United-States,33
17359,1, Private,232356, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,30
17360,0, Private,157941, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,40.0, United-States,29
17361,0, Private,103642, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,30
17362,0, Private,169727, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,26
17363,1, Private,274731, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,43
17364,0, Private,161572, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,45.0, United-States,30
17365,1, Private,48779, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,38
17366,1, Private,141511, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,48
17367,1, Private,314153, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0.0,1887.0,55.0, United-States,57
17368,0, Private,168334, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,30.0, United-States,30
17369,1, Local-gov,267252, Masters,14, Separated, Exec-managerial, Unmarried, Black, Male,0.0,0.0,45.0, United-States,42
17370,0, Self-emp-not-inc,312055, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,70.0, United-States,31
17371,0, Private,207937, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,32
17372,0, Private,232653, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,28
17373,0, Private,246841, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,63
17374,0, Private,154087, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,32
17375,0, Private,199011, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,12.0, United-States,20
17376,1, Self-emp-not-inc,205100, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,30.0, United-States,51
17377,0, Private,177907, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,2176.0,0.0,20.0, ?,36
17378,0, Private,50400, Some-college,10, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States,24
17379,0, Local-gov,97064, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,44.0, United-States,41
17380,0, Private,65038, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States,21
17381,0, Private,292472, Some-college,10, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0.0,1876.0,45.0, Cambodia,27
17382,0, Private,225211, 9th,5, Never-married, Other-service, Own-child, Black, Male,0.0,0.0,35.0, United-States,17
17383,0, Private,320192, 1st-4th,2, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,40.0, United-States,45
17384,0, State-gov,119421, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0.0,625.0,35.0, United-States,39
17385,0, Private,83580, Some-college,10, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0.0,0.0,4.0, United-States,21
17386,1, Private,133696, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,8614.0,0.0,45.0, United-States,29
17387,1, Private,141584, Masters,14, Never-married, Sales, Not-in-family, White, Male,0.0,2444.0,45.0, United-States,39
17388,0, Private,529216, HS-grad,9, Separated, Transport-moving, Other-relative, Black, Male,0.0,0.0,40.0, United-States,42
17389,0, Private,390817, 5th-6th,3, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0.0,0.0,40.0, Mexico,22
17390,0, ?,85733, Some-college,10, Never-married, ?, Own-child, White, Female,0.0,0.0,40.0, United-States,21
17391,0, Private,155976, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,59
17392,1, Private,221172, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,65.0, United-States,40
17393,0, Private,270842, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,45
17394,0, Private,82622, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,50.0, United-States,35
17395,0, Private,371064, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,20.0, United-States,58
17396,1, Private,54744, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1848.0,40.0, United-States,45
17397,0, Private,22641, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,45.0, United-States,29
17398,0, Private,218957, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,45.0, United-States,21
17399,0, Private,441637, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,51
17400,0, Local-gov,143699, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,40.0, United-States,34
17401,0, Private,183096, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,35.0, United-States,40
17402,0, Private,97176, 11th,7, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,16.0, United-States,45
17403,1, Self-emp-not-inc,122493, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,0.0,1887.0,40.0, United-States,38
17404,0, Private,311376, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,22
17405,0, Private,78928, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,3137.0,0.0,40.0, United-States,37
17406,0, Private,123582, 10th,6, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States,62
17407,0, Federal-gov,174215, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,60.0, United-States,32
17408,1, Private,183902, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,4.0, United-States,36
17409,0, Private,247880, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,43
17410,0, Private,256636, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,37
17411,0, ?,152875, Bachelors,13, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female,0.0,0.0,40.0, China,33
17412,0, Private,22422, HS-grad,9, Never-married, Transport-moving, Unmarried, White, Male,0.0,0.0,55.0, United-States,28
17413,0, ?,178215, Some-college,10, Widowed, ?, Unmarried, White, Female,0.0,0.0,28.0, United-States,49
17414,1, Local-gov,194360, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,7.0, United-States,47
17415,0, Private,247187, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,59
17416,0, Private,63921, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,35
17417,0, Private,224889, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,35
17418,0, Self-emp-not-inc,178564, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, Male,0.0,0.0,40.0, United-States,29
17419,0, Private,47619, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,57
17420,1, Private,92775, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,41
17421,1, Private,50837, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,37
17422,0, Local-gov,235894, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,40.0, United-States,20
17423,0, Private,244974, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,44
17424,0, Local-gov,526734, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,30.0, United-States,20
17425,1, Self-emp-not-inc,243484, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,28.0, United-States,38
17426,0, Private,201664, HS-grad,9, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0.0,0.0,40.0, United-States,23
17427,0, Private,234640, HS-grad,9, Married-spouse-absent, Sales, Own-child, White, Female,0.0,0.0,36.0, United-States,24
17428,1, Private,268022, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,46
17429,0, Local-gov,223267, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,32
17430,0, Self-emp-not-inc,99199, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,21
17431,0, Private,137076, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,32
17432,0, Private,115411, Some-college,10, Divorced, Sales, Own-child, White, Male,2174.0,0.0,45.0, United-States,41
17433,0, Private,313146, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,51
17434,0, Self-emp-not-inc,29980, 7th-8th,4, Never-married, Farming-fishing, Other-relative, White, Male,1848.0,0.0,10.0, United-States,69
17435,1, Self-emp-inc,543042, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5178.0,0.0,50.0, United-States,39
17436,0, Private,271807, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,43
17437,1, Federal-gov,97934, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,5178.0,0.0,40.0, United-States,51
17438,0, Private,191196, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,43
17439,0, Self-emp-not-inc,264627, 11th,7, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,84.0, United-States,35
17440,0, Private,183801, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,32
17441,0, Private,209227, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,21.0, United-States,25
17442,0, Private,216208, Some-college,10, Widowed, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States,64
17443,0, Private,377095, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States,28
17444,0, Private,317535, 1st-4th,2, Married-civ-spouse, Protective-serv, Other-relative, White, Male,0.0,0.0,40.0, Mexico,44
17445,1, Private,247880, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,40
17446,0, Private,152246, Some-college,10, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0.0,0.0,40.0, Philippines,21
17447,0, Private,428299, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,23
17448,0, Private,161708, Some-college,10, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,20.0, United-States,23
17449,0, Private,167859, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0.0,0.0,40.0, United-States,19
17450,0, Private,85194, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,25.0, United-States,61
17451,0, Self-emp-inc,119471, 7th-8th,4, Never-married, Craft-repair, Not-in-family, Other, Male,0.0,0.0,40.0, ?,47
17452,0, Private,117683, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,45.0, United-States,39
17453,1, Private,139347, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688.0,0.0,40.0, United-States,51
17454,0, Private,427744, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,25
17455,0, Private,122116, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States,33
17456,0, State-gov,227931, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,38.0, United-States,34
17457,0, Self-emp-not-inc,226497, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,54
17458,0, Private,83783, Bachelors,13, Never-married, Tech-support, Own-child, White, Female,0.0,0.0,40.0, United-States,24
17459,0, Private,197113, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Other, Male,0.0,0.0,50.0, Puerto-Rico,28
17460,0, Private,204742, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,44.0, United-States,33
17461,0, ?,331527, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,14.0, United-States,63
17462,1, Private,213179, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,60.0, United-States,31
17463,0, Self-emp-inc,188260, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,16.0, United-States,70
17464,0, Private,298161, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0.0,0.0,40.0, Nicaragua,43
17465,1, Private,143774, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,12.0, United-States,36
17466,0, Local-gov,139296, 11th,7, Never-married, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States,50
17467,0, Private,152389, Some-college,10, Never-married, Other-service, Not-in-family, Black, Female,0.0,0.0,30.0, United-States,21
17468,0, Private,309974, Some-college,10, Separated, Tech-support, Unmarried, Black, Female,0.0,0.0,40.0, United-States,31
17469,0, ?,37085, Some-college,10, Never-married, ?, Own-child, White, Female,0.0,0.0,30.0, United-States,19
17470,0, Private,270059, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,35.0, United-States,39
17471,0, Private,130045, 7th-8th,4, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,40.0, United-States,29
17472,0, Private,188038, Some-college,10, Divorced, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States,39
17473,0, Private,168203, 7th-8th,4, Never-married, Farming-fishing, Other-relative, Other, Male,0.0,0.0,40.0, Mexico,17
17474,0, Private,171807, Some-college,10, Divorced, Sales, Unmarried, White, Female,0.0,0.0,40.0, United-States,46
17475,0, Private,186696, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,62
17476,0, Private,177531, 10th,6, Divorced, Other-service, Unmarried, Black, Female,0.0,0.0,23.0, United-States,32
17477,0, Private,115464, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0.0,0.0,40.0, United-States,28
17478,0, Private,501144, Some-college,10, Never-married, Sales, Other-relative, Black, Female,0.0,0.0,40.0, United-States,19
17479,0, Local-gov,180079, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,4064.0,0.0,40.0, United-States,61
17480,0, Private,205894, Some-college,10, Never-married, Sales, Own-child, White, Male,0.0,0.0,25.0, ?,18
17481,1, Self-emp-not-inc,218490, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,2415.0,50.0, ?,39
17482,0, Local-gov,203924, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,45.0, United-States,24
17483,0, Private,91857, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,41.0, United-States,38
17484,1, Private,229700, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,40.0, United-States,38
17485,0, Private,158704, 10th,6, Never-married, Sales, Own-child, White, Male,0.0,0.0,20.0, United-States,17
17486,0, Private,190911, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,28
17487,0, Private,139176, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,8.0, United-States,52
17488,1, Private,119684, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,20.0, United-States,61
17489,0, Private,124930, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,2267.0,40.0, United-States,69
17490,0, Private,168693, HS-grad,9, Never-married, Sales, Own-child, White, Female,0.0,0.0,25.0, United-States,19
17491,1, Private,250038, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,26
17492,1, Self-emp-inc,353927, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,34
17493,0, Private,216390, 9th,5, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,2653.0,0.0,40.0, United-States,70
17494,0, Private,230248, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,25.0, United-States,21
17495,0, Private,117728, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,44.0, United-States,43
17496,0, Private,115851, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,52
17497,1, Private,193335, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,59
17498,0, Private,203894, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,21
17499,1, Self-emp-not-inc,100109, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1977.0,40.0, United-States,53
17500,1, State-gov,157639, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,55
17501,1, Self-emp-inc,235320, Masters,14, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,60.0, United-States,46
17502,0, Private,127686, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0.0,0.0,37.0, United-States,36
17503,0, Private,28572, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,48.0, United-States,39
17504,0, ?,91534, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,3.0, United-States,78
17505,0, Private,184687, HS-grad,9, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,30.0, United-States,30
17506,0, Private,267945, Some-college,10, Never-married, Sales, Own-child, White, Female,0.0,0.0,16.0, United-States,22
17507,1, Private,131899, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,43
17508,0, Private,192614, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,56.0, United-States,36
17509,1, Private,186808, Bachelors,13, Married-civ-spouse, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,36
17510,0, Private,44116, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0.0,0.0,40.0, United-States,50
17511,0, Federal-gov,46442, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Female,0.0,0.0,35.0, United-States,27
17512,1, Federal-gov,78022, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,46
17513,0, Private,417668, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,20.0, United-States,24
17514,0, Private,223763, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,41
17515,0, Private,223851, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,24.0, United-States,68
17516,0, Local-gov,115634, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,38
17517,1, Private,114459, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,47
17518,0, Private,197093, Some-college,10, Never-married, Other-service, Not-in-family, Black, Male,0.0,0.0,20.0, United-States,41
17519,0, Self-emp-not-inc,357145, Doctorate,16, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,48.0, United-States,31
17520,0, Private,59231, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,42.0, United-States,29
17521,0, Private,292303, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0.0,0.0,40.0, United-States,26
